,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
2554,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,erythromycin,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole DRUG clarithromycin ritonavir atazanavir indinavir nefazodone nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
2555,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,clarithromycin,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin DRUG ritonavir atazanavir indinavir nefazodone nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
2556,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,ritonavir,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin clarithromycin DRUG atazanavir indinavir nefazodone nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
2557,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,atazanavir,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin clarithromycin ritonavir DRUG indinavir nefazodone nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
2558,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,indinavir,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin clarithromycin ritonavir atazanavir DRUG nefazodone nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
2559,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,nefazodone,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin clarithromycin ritonavir atazanavir indinavir DRUG nelfinavir saquinavir telithromycin) may increase exposure dasatinib avoided.
2560,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,nelfinavir,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin clarithromycin ritonavir atazanavir indinavir nefazodone DRUG saquinavir telithromycin) may increase exposure dasatinib avoided.
2561,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,saquinavir,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin clarithromycin ritonavir atazanavir indinavir nefazodone nelfinavir DRUG telithromycin) may increase exposure dasatinib avoided.
2562,"Concomitant use of SPRYCEL and drugs that inhibit CYP3A4 (eg, ketoconazole, itraconazole, erythromycin, clarithromycin, ritonavir, atazanavir, indinavir, nefazodone, nelfinavir, saquinavir, telithromycin) may increase exposure to dasatinib and should be avoided.",SPRYCEL,telithromycin,mechanism,Concomitant use BRAND drugs inhibit CYP3A4 (eg ketoconazole itraconazole erythromycin clarithromycin ritonavir atazanavir indinavir nefazodone nelfinavir saquinavir DRUG ) may increase exposure dasatinib avoided.
2563,Simultaneous administration of SPRYCEL with antacids should be avoided.,SPRYCEL,antacids,advise,Simultaneous administration BRAND GROUP avoided.
2564,"If antacid therapy is needed, the antacid dose should be administered at least 2 hours prior to or 2 hours after the dose of SPRYCEL.",antacid,SPRYCEL,advise,GROUP therapy needed antacid dose administered least 2 hours prior 2 hours dose BRAND .
2565,"H2 Blockers/Proton Pump Inhibitors: Long-term suppression of gastric acid secretion by H2 blockers or proton pump inhibitors (eg, famotidine and omeprazole) is likely to reduce dasatinib exposure.",H2 blockers,dasatinib,effect,H2 Blockers/Proton Pump Inhibitors: Long term suppression gastric acid secretion GROUP proton pump inhibitors (eg famotidine omeprazole) likely reduce DRUG exposure.
2566,"H2 Blockers/Proton Pump Inhibitors: Long-term suppression of gastric acid secretion by H2 blockers or proton pump inhibitors (eg, famotidine and omeprazole) is likely to reduce dasatinib exposure.",proton pump inhibitors,dasatinib,effect,H2 Blockers/Proton Pump Inhibitors: Long term suppression gastric acid secretion H2 blockers GROUP (eg famotidine omeprazole) likely reduce DRUG exposure.
2567,"H2 Blockers/Proton Pump Inhibitors: Long-term suppression of gastric acid secretion by H2 blockers or proton pump inhibitors (eg, famotidine and omeprazole) is likely to reduce dasatinib exposure.",famotidine,dasatinib,effect,H2 Blockers/Proton Pump Inhibitors: Long term suppression gastric acid secretion H2 blockers proton pump inhibitors (eg DRUG omeprazole) likely reduce DRUG exposure.
2568,"H2 Blockers/Proton Pump Inhibitors: Long-term suppression of gastric acid secretion by H2 blockers or proton pump inhibitors (eg, famotidine and omeprazole) is likely to reduce dasatinib exposure.",omeprazole,dasatinib,effect,H2 Blockers/Proton Pump Inhibitors: Long term suppression gastric acid secretion H2 blockers proton pump inhibitors (eg famotidine DRUG ) likely reduce DRUG exposure.
2569,The concomitant use of H2 blockers or proton pump inhibitors with SPRYCEL is not recommended.,H2 blockers,SPRYCEL,advise,concomitant use GROUP proton pump inhibitors BRAND recommended.
2570,The concomitant use of H2 blockers or proton pump inhibitors with SPRYCEL is not recommended.,proton pump inhibitors,SPRYCEL,advise,concomitant use H2 blockers GROUP BRAND recommended.
2571,The use of antacids should be considered in place of H2 blockers or proton pump inhibitors in patients receiving SPRYCEL therapy.,H2 blockers,SPRYCEL,advise,use antacids considered place GROUP proton pump inhibitors patients receiving BRAND therapy.
2572,The use of antacids should be considered in place of H2 blockers or proton pump inhibitors in patients receiving SPRYCEL therapy.,proton pump inhibitors,SPRYCEL,advise,use antacids considered place H2 blockers GROUP patients receiving BRAND therapy.
2573,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as alfentanil, astemizole, terfenadine, cisapride, cyclosporine, fentanyl, pimozide, quinidine, sirolimus, tacrolimus, or ergot alkaloids (ergotamine, dihydroergotamine) should be administered with caution in patients receiving SPRYCEL.",alfentanil,SPRYCEL,advise,Therefore CYP3A4 substrates known narrow therapeutic index DRUG astemizole terfenadine cisapride cyclosporine fentanyl pimozide quinidine sirolimus tacrolimus ergot alkaloids (ergotamine dihydroergotamine) administered caution patients receiving BRAND .
2574,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as alfentanil, astemizole, terfenadine, cisapride, cyclosporine, fentanyl, pimozide, quinidine, sirolimus, tacrolimus, or ergot alkaloids (ergotamine, dihydroergotamine) should be administered with caution in patients receiving SPRYCEL.",astemizole,SPRYCEL,advise,Therefore CYP3A4 substrates known narrow therapeutic index alfentanil DRUG terfenadine cisapride cyclosporine fentanyl pimozide quinidine sirolimus tacrolimus ergot alkaloids (ergotamine dihydroergotamine) administered caution patients receiving BRAND .
2575,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as alfentanil, astemizole, terfenadine, cisapride, cyclosporine, fentanyl, pimozide, quinidine, sirolimus, tacrolimus, or ergot alkaloids (ergotamine, dihydroergotamine) should be administered with caution in patients receiving SPRYCEL.",terfenadine,SPRYCEL,advise,Therefore CYP3A4 substrates known narrow therapeutic index alfentanil astemizole DRUG cisapride cyclosporine fentanyl pimozide quinidine sirolimus tacrolimus ergot alkaloids (ergotamine dihydroergotamine) administered caution patients receiving BRAND .
2576,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as alfentanil, astemizole, terfenadine, cisapride, cyclosporine, fentanyl, pimozide, quinidine, sirolimus, tacrolimus, or ergot alkaloids (ergotamine, dihydroergotamine) should be administered with caution in patients receiving SPRYCEL.",cisapride,SPRYCEL,advise,Therefore CYP3A4 substrates known narrow therapeutic index alfentanil astemizole terfenadine DRUG cyclosporine fentanyl pimozide quinidine sirolimus tacrolimus ergot alkaloids (ergotamine dihydroergotamine) administered caution patients receiving BRAND .
