,sentence_text,e1,e2,relation_type,normalized_sentence
2226,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",narcotic analgesic,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf anesthetics_bf ,_bf phenothiazines_bf ,_bf tranquilizers_bf ,_bf sedative-hypnotics_bf ,_bf tricyclic_bf antidepressants_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG may_be exhibit_be additive_be CNS_be depression_be ._be"
2227,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",anesthetics,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf DRUG ,_be phenothiazines_be ,_be tranquilizers_be ,_be sedative-hypnotics_be ,_be tricyclic_be antidepressants_be CNS_be depressants_be (including_be alcohol)_be concomitantly_be OTHER_DRUG may_af exhibit_af additive_af CNS_af depression_af ._af"
2228,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",phenothiazines,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf anesthetics_bf ,_bf DRUG ,_be tranquilizers_be ,_be sedative-hypnotics_be ,_be tricyclic_be antidepressants_be CNS_be depressants_be (including_be alcohol)_be concomitantly_be OTHER_DRUG may_af exhibit_af additive_af CNS_af depression_af ._af"
2229,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",tranquilizers,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf anesthetics_bf ,_bf phenothiazines_bf ,_bf DRUG ,_be sedative-hypnotics_be ,_be tricyclic_be antidepressants_be CNS_be depressants_be (including_be alcohol)_be concomitantly_be OTHER_DRUG may_af exhibit_af additive_af CNS_af depression_af ._af"
2230,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",sedative-hypnotics,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf anesthetics_bf ,_bf phenothiazines_bf ,_bf tranquilizers_bf ,_bf DRUG ,_be tricyclic_be antidepressants_be CNS_be depressants_be (including_be alcohol)_be concomitantly_be OTHER_DRUG may_af exhibit_af additive_af CNS_af depression_af ._af"
2231,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",tricyclic antidepressants,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf anesthetics_bf ,_bf phenothiazines_bf ,_bf tranquilizers_bf ,_bf sedative-hypnotics_bf ,_bf tricyclic_bf antidepressants_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG may_be exhibit_be additive_be CNS_be depression_be ._be"
2232,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",CNS depressants,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf anesthetics_bf ,_bf phenothiazines_bf ,_bf tranquilizers_bf ,_bf sedative-hypnotics_bf ,_bf tricyclic_bf antidepressants_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG may_be exhibit_be additive_be CNS_be depression_be ._be"
2233,"Patients receiving other narcotic analgesics, general anesthetics, phenothiazines, tranquilizers, sedative-hypnotics, tricyclic antidepressants or other CNS depressants (including alcohol) concomitantly with DILAUDID may exhibit an additive CNS depression.",alcohol,DILAUDID,effect,"Patients_bf receiving_bf narcotic_bf analgesics_bf ,_bf general_bf anesthetics_bf ,_bf phenothiazines_bf ,_bf tranquilizers_bf ,_bf sedative-hypnotics_bf ,_bf tricyclic_bf antidepressants_bf CNS_bf depressants_bf (including_bf alcohol)_bf concomitantly_bf OTHER_DRUG may_be exhibit_be additive_be CNS_be depression_be ._be"
2234,"Since hydroxyurea may raise the serum uric acid level, dosage adjustment of uricosuric medication may be necessary",hydroxyurea,uricosuric medication,effect,"Since_bf DRUG may_be raise_be serum_be uric_be acid_be level_be ,_be dosage_be adjustment_be uricosuric_be medication_be may_be necessary_be"
2235,"THE POTENTIATING ACTION OF HYDROXYZINE MUST BE CONSIDERED WHEN THE DRUG IS USED IN CONJUNCTION WITH CENTRAL NERVOUS SYSTEM DEPRESSANTS SUCH AS NARCOTICS, NON-NARCOTIC ANALGESICS AND BARBITURATES.",HYDROXYZINE,CENTRAL NERVOUS SYSTEM DEPRESSANTS,effect,"THE_bf POTENTIATING_bf ACTION_bf OF_bf DRUG MUST_be BE_be CONSIDERED_be WHEN_be THE_be DRUG_be IS_be USED_be IN_be CONJUNCTION_be WITH_be CENTRAL_be NERVOUS_be SYSTEM_be DEPRESSANTS_be SUCH_be AS_be NARCOTICS_be ,_be NON-NARCOTIC_be ANALGESICS_be AND_be BARBITURATES_be ._be"
2236,"THE POTENTIATING ACTION OF HYDROXYZINE MUST BE CONSIDERED WHEN THE DRUG IS USED IN CONJUNCTION WITH CENTRAL NERVOUS SYSTEM DEPRESSANTS SUCH AS NARCOTICS, NON-NARCOTIC ANALGESICS AND BARBITURATES.",HYDROXYZINE,NARCOTICS,effect,"THE_bf POTENTIATING_bf ACTION_bf OF_bf DRUG MUST_be BE_be CONSIDERED_be WHEN_be THE_be DRUG_be IS_be USED_be IN_be CONJUNCTION_be WITH_be CENTRAL_be NERVOUS_be SYSTEM_be DEPRESSANTS_be SUCH_be AS_be OTHER_DRUG ,_af NON-NARCOTIC_af ANALGESICS_af AND_af BARBITURATES_af ._af"
2237,"THE POTENTIATING ACTION OF HYDROXYZINE MUST BE CONSIDERED WHEN THE DRUG IS USED IN CONJUNCTION WITH CENTRAL NERVOUS SYSTEM DEPRESSANTS SUCH AS NARCOTICS, NON-NARCOTIC ANALGESICS AND BARBITURATES.",HYDROXYZINE,NON-NARCOTIC ANALGESICS,effect,"THE_bf POTENTIATING_bf ACTION_bf OF_bf DRUG MUST_be BE_be CONSIDERED_be WHEN_be THE_be DRUG_be IS_be USED_be IN_be CONJUNCTION_be WITH_be CENTRAL_be NERVOUS_be SYSTEM_be DEPRESSANTS_be SUCH_be AS_be NARCOTICS_be ,_be NON-NARCOTIC_be ANALGESICS_be AND_be BARBITURATES_be ._be"
2238,"THE POTENTIATING ACTION OF HYDROXYZINE MUST BE CONSIDERED WHEN THE DRUG IS USED IN CONJUNCTION WITH CENTRAL NERVOUS SYSTEM DEPRESSANTS SUCH AS NARCOTICS, NON-NARCOTIC ANALGESICS AND BARBITURATES.",HYDROXYZINE,BARBITURATES,effect,"THE_bf POTENTIATING_bf ACTION_bf OF_bf DRUG MUST_be BE_be CONSIDERED_be WHEN_be THE_be DRUG_be IS_be USED_be IN_be CONJUNCTION_be WITH_be CENTRAL_be NERVOUS_be SYSTEM_be DEPRESSANTS_be SUCH_be AS_be NARCOTICS_be ,_be NON-NARCOTIC_be ANALGESICS_be AND_be OTHER_DRUG ._af"
2239,Therefore when central nervous system depressants are administered concomitantly with hydroxyzine their dosage should be reduced.,central nervous system depressants,hydroxyzine,advise,Therefore_bf central_bf nervous_bf system_bf depressants_bf administered_bf concomitantly_bf OTHER_DRUG dosage_be reduced_be ._be
2240,"Products containing calcium and other multivalent cations (such as aluminum, magnesium, iron) are likely to interfere with absorption of Ibandronate.",calcium,Ibandronate,mechanism,"Products_bf containing_bf DRUG multivalent_be cations_be (such_be aluminum_be ,_be magnesium_be ,_be iron)_be likely_be interfere_be absorption_be OTHER_DRUG ._af"
2241,"Products containing calcium and other multivalent cations (such as aluminum, magnesium, iron) are likely to interfere with absorption of Ibandronate.",aluminum,Ibandronate,mechanism,"Products_bf containing_bf calcium_bf multivalent_bf cations_bf (such_bf DRUG ,_be magnesium_be ,_be iron)_be likely_be interfere_be absorption_be OTHER_DRUG ._af"
2242,"Products containing calcium and other multivalent cations (such as aluminum, magnesium, iron) are likely to interfere with absorption of Ibandronate.",magnesium,Ibandronate,mechanism,"Products_bf containing_bf calcium_bf multivalent_bf cations_bf (such_bf aluminum_bf ,_bf DRUG ,_be iron)_be likely_be interfere_be absorption_be OTHER_DRUG ._af"
2243,"Products containing calcium and other multivalent cations (such as aluminum, magnesium, iron) are likely to interfere with absorption of Ibandronate.",iron,Ibandronate,mechanism,"Products_bf containing_bf calcium_bf multivalent_bf cations_bf (such_bf aluminum_bf ,_bf magnesium_bf ,_bf iron)_bf likely_bf interfere_bf absorption_bf OTHER_DRUG ._be"
2244,"Ibandronate should be taken at least 60 minutes before any oral medications containing multivalent cations (including antacids, supplements or vitamins).",Ibandronate,antacids,advise,"DRUG taken_be least_be 60_be minutes_be oral_be medications_be containing_be multivalent_be cations_be (including_be OTHER_DRUG ,_af supplements_af vitamins)_af ._af"
2245,"Ibandronate should be taken at least 60 minutes before any oral medications containing multivalent cations (including antacids, supplements or vitamins).",Ibandronate,vitamins,advise,"DRUG taken_be least_be 60_be minutes_be oral_be medications_be containing_be multivalent_be cations_be (including_be antacids_be ,_be supplements_be vitamins)_be ._be"
2246,"However, since aspirin, NSAIDs, and bisphosphonates are all associated with gastrointestinal irritation, caution should be exercised in the concomitant use of aspirin or NSAIDs with Ibandronate.",aspirin,Ibandronate,advise,"However_bf ,_bf since_bf DRUG ,_be NSAIDs_be ,_be bisphosphonates_be associated_be gastrointestinal_be irritation_be ,_be caution_be exercised_be concomitant_be use_be DRUG NSAIDs_af OTHER_DRUG ._af"
2247,"However, since aspirin, NSAIDs, and bisphosphonates are all associated with gastrointestinal irritation, caution should be exercised in the concomitant use of aspirin or NSAIDs with Ibandronate.",NSAIDs,Ibandronate,advise,"However_bf ,_bf since_bf aspirin_bf ,_bf DRUG ,_be bisphosphonates_be associated_be gastrointestinal_be irritation_be ,_be caution_be exercised_be concomitant_be use_be aspirin_be DRUG OTHER_DRUG ._af"
2248,"However, appropriate monitoring of blood glucose should be performed when initiating EXTRANEAL in diabetic patients and insulin dosage should be adjusted if needed.",EXTRANEAL,insulin,advise,"However_bf ,_bf appropriate_bf monitoring_bf blood_bf glucose_bf performed_bf initiating_bf DRUG diabetic_be patients_be OTHER_DRUG dosage_af adjusted_af needed_af ._af"
2249,Interactions may occur between EPA supplements and aspirin and other non-steroidal anti-inflammatory drugs and herbs such as garlic (Allium sativum) and ginkgo (Ginkgo biloba).,EPA,aspirin,int,Interactions_bf may_bf occur_bf DRUG supplements_be OTHER_DRUG non-steroidal_af anti-inflammatory_af drugs_af herbs_af garlic_af (Allium_af sativum)_af ginkgo_af (Ginkgo_af biloba)_af ._af
2250,Interactions may occur between EPA supplements and aspirin and other non-steroidal anti-inflammatory drugs and herbs such as garlic (Allium sativum) and ginkgo (Ginkgo biloba).,EPA,non-steroidal anti-inflammatory drugs,int,Interactions_bf may_bf occur_bf DRUG supplements_be aspirin_be non-steroidal_be anti-inflammatory_be drugs_be herbs_be garlic_be (Allium_be sativum)_be ginkgo_be (Ginkgo_be biloba)_be ._be
2251,Interactions may occur between EPA supplements and aspirin and other non-steroidal anti-inflammatory drugs and herbs such as garlic (Allium sativum) and ginkgo (Ginkgo biloba).,EPA,ginkgo,int,Interactions_bf may_bf occur_bf DRUG supplements_be aspirin_be non-steroidal_be anti-inflammatory_be drugs_be herbs_be garlic_be (Allium_be sativum)_be OTHER_DRUG (Ginkgo_af biloba)_af ._af
2252,Interactions may occur between EPA supplements and aspirin and other non-steroidal anti-inflammatory drugs and herbs such as garlic (Allium sativum) and ginkgo (Ginkgo biloba).,EPA,Ginkgo biloba,int,Interactions_bf may_bf occur_bf DRUG supplements_be aspirin_be non-steroidal_be anti-inflammatory_be drugs_be herbs_be garlic_be (Allium_be sativum)_be ginkgo_be (Ginkgo_be biloba)_be ._be
2253,"When you are using idoxuridine, it is especially important that your health care professional know if you are using the following: Eye product containing boric acid.",idoxuridine,boric acid,advise,"When_bf using_bf DRUG ,_be especially_be important_be health_be care_be professional_be know_be using_be following:_be Eye_be product_be containing_be boric_be acid_be ._be"
2254,Boric acid may interact with the idoxuridine preparation causing a gritty substance to form or may interact with the preservative in the idoxuridine preparation causing a toxic effect in the eye.,Boric acid,idoxuridine,mechanism,Boric_bf acid_bf may_bf interact_bf OTHER_DRUG preparation_be causing_be gritty_be substance_be form_be may_be interact_be preservative_be OTHER_DRUG preparation_af causing_af toxic_af effect_af eye_af ._af
2255,"However, iloprost has the potential to increase the hypotensive effect of vasodilators and antihypertensive agents.",iloprost,vasodilators,effect,"However_bf ,_bf DRUG potential_be increase_be hypotensive_be effect_be OTHER_DRUG antihypertensive_af agents_af ._af"
2256,"However, iloprost has the potential to increase the hypotensive effect of vasodilators and antihypertensive agents.",iloprost,antihypertensive agents,effect,"However_bf ,_bf DRUG potential_be increase_be hypotensive_be effect_be vasodilators_be antihypertensive_be agents_be ._be"
2257,"Since iloprost inhibits platelet function, there is a potential for increased risk of bleeding, particularly in patients maintained on anticoagulants.",iloprost,anticoagulants,effect,"Since_bf DRUG inhibits_be platelet_be function_be ,_be potential_be increased_be risk_be bleeding_be ,_be particularly_be patients_be maintained_be OTHER_DRUG ._af"
2258,"Drugs that may alter imatinib plasma concentrations Drugs that may increase imatinib plasma concentrations: Caution is recommended when administering Gleevec with inhibitors of the CYP3A4 family (e.g., ketoconazole, itraconazole, erythromycin, clarithromycin).",Gleevec,ketoconazole,advise,"Drugs_bf may_bf alter_bf imatinib_bf plasma_bf concentrations_bf Drugs_bf may_bf increase_bf imatinib_bf plasma_bf concentrations:_bf Caution_bf recommended_bf administering_bf DRUG inhibitors_be CYP3A4_be family_be (e_be ._be g_be ._be ,_be OTHER_DRUG ,_af itraconazole_af ,_af erythromycin_af ,_af clarithromycin)_af ._af"
