,sentence_text,e1_text,e2_text,relation_type,normalized_sentence
3093,"The actions of the benzodiazepines may be potentiated by barbiturates, narcotics, phenothiazines, monoamine oxidase inhibitors or other antidepressants.",benzodiazepines,monoamine oxidase inhibitors,effect,actions DRUG may potentiated barbiturates narcotics phenothiazines OTHER_DRUG antidepressants.
3094,"The actions of the benzodiazepines may be potentiated by barbiturates, narcotics, phenothiazines, monoamine oxidase inhibitors or other antidepressants.",benzodiazepines,antidepressants,effect,actions DRUG may potentiated barbiturates narcotics phenothiazines monoamine oxidase inhibitors OTHER_DRUG .
3095,Nephrotoxicity has been reported following concomitant administration of cephalosporins with aminoglycoside antibiotics or potent diuretics such as furosemide.,cephalosporins,aminoglycoside antibiotics,effect,Nephrotoxicity reported following concomitant administration DRUG OTHER_DRUG potent diuretics furosemide.
3096,Nephrotoxicity has been reported following concomitant administration of cephalosporins with aminoglycoside antibiotics or potent diuretics such as furosemide.,cephalosporins,diuretics,effect,Nephrotoxicity reported following concomitant administration DRUG aminoglycoside antibiotics potent OTHER_DRUG furosemide.
3097,Nephrotoxicity has been reported following concomitant administration of cephalosporins with aminoglycoside antibiotics or potent diuretics such as furosemide.,cephalosporins,furosemide,effect,Nephrotoxicity reported following concomitant administration DRUG aminoglycoside antibiotics potent diuretics OTHER_DRUG .
3098,"Chloramphenicol has been shown to be antagonistic to beta-lactam antibiotics, including ceftazidime, based on in vitro studies and time kill curves with enteric gram-negative bacilli.",Chloramphenicol,beta-lactam antibiotics,effect,DRUG shown antagonistic OTHER_DRUG including ceftazidime based vitro studies time kill curves enteric gram negative bacilli.
3099,"Chloramphenicol has been shown to be antagonistic to beta-lactam antibiotics, including ceftazidime, based on in vitro studies and time kill curves with enteric gram-negative bacilli.",Chloramphenicol,ceftazidime,effect,DRUG shown antagonistic beta lactam antibiotics including OTHER_DRUG based vitro studies time kill curves enteric gram negative bacilli.
3100,"Anakinra: Concurrent administration of anakinra (an interleukin-1 antagonist) and another TNF-blocking agent has been associated with an increased risk of serious infections, an increased risk of neutropenia and no additional benefit compared to these medicinal products alone.",anakinra,TNF-blocking agent,effect,Anakinra: Concurrent administration DRUG (an interleukin 1 antagonist) another OTHER_DRUG associated increased risk serious infections increased risk neutropenia additional benefit compared medicinal products alone.
3101,"Anakinra: Concurrent administration of anakinra (an interleukin-1 antagonist) and another TNF-blocking agent has been associated with an increased risk of serious infections, an increased risk of neutropenia and no additional benefit compared to these medicinal products alone.",interleukin-1 antagonist,TNF-blocking agent,effect,Anakinra: Concurrent administration anakinra (an DRUG ) another OTHER_DRUG associated increased risk serious infections increased risk neutropenia additional benefit compared medicinal products alone.
3102,"Therefore the, combination of anakinra with other TNF-blocking agents, including HUMIRA, may also result i n similar toxicities.",anakinra,TNF-blocking agents,effect,Therefore combination DRUG OTHER_DRUG including HUMIRA may also result n similar toxicities.
3103,"Therefore the, combination of anakinra with other TNF-blocking agents, including HUMIRA, may also result i n similar toxicities.",anakinra,HUMIRA,effect,Therefore combination DRUG TNF blocking agents including OTHER_DRUG may also result n similar toxicities.
3104,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",antipsychotic drug,antiparkinsonian drug,effect,concurrent use two drugs anticholinergic activity DRUG (eg chlorpromazine) OTHER_DRUG (eg trihexyphenidyl) and/or tricyclic antidepressant (eg amitriptyline) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3105,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",antipsychotic drug,trihexyphenidyl,effect,concurrent use two drugs anticholinergic activity DRUG (eg chlorpromazine) antiparkinsonian drug (eg OTHER_DRUG ) and/or tricyclic antidepressant (eg amitriptyline) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3106,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",antipsychotic drug,tricyclic antidepressant,effect,concurrent use two drugs anticholinergic activity DRUG (eg chlorpromazine) antiparkinsonian drug (eg trihexyphenidyl) and/or OTHER_DRUG (eg amitriptyline) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3107,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",antipsychotic drug,amitriptyline,effect,concurrent use two drugs anticholinergic activity DRUG (eg chlorpromazine) antiparkinsonian drug (eg trihexyphenidyl) and/or tricyclic antidepressant (eg OTHER_DRUG ) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3108,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",chlorpromazine,antiparkinsonian drug,effect,concurrent use two drugs anticholinergic activity antipsychotic drug (eg DRUG ) OTHER_DRUG (eg trihexyphenidyl) and/or tricyclic antidepressant (eg amitriptyline) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3109,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",chlorpromazine,trihexyphenidyl,effect,concurrent use two drugs anticholinergic activity antipsychotic drug (eg DRUG ) antiparkinsonian drug (eg OTHER_DRUG ) and/or tricyclic antidepressant (eg amitriptyline) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3110,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",chlorpromazine,tricyclic antidepressant,effect,concurrent use two drugs anticholinergic activity antipsychotic drug (eg DRUG ) antiparkinsonian drug (eg trihexyphenidyl) and/or OTHER_DRUG (eg amitriptyline) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3111,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",chlorpromazine,amitriptyline,effect,concurrent use two drugs anticholinergic activity antipsychotic drug (eg DRUG ) antiparkinsonian drug (eg trihexyphenidyl) and/or tricyclic antidepressant (eg OTHER_DRUG ) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3112,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",antiparkinsonian drug,tricyclic antidepressant,effect,concurrent use two drugs anticholinergic activity antipsychotic drug (eg chlorpromazine) DRUG (eg trihexyphenidyl) and/or OTHER_DRUG (eg amitriptyline) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
3113,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia.",antiparkinsonian drug,amitriptyline,effect,concurrent use two drugs anticholinergic activity antipsychotic drug (eg chlorpromazine) DRUG (eg trihexyphenidyl) and/or tricyclic antidepressant (eg OTHER_DRUG ) commonly results excessive anticholinergic effects including dry mouth associated dental complications blurred vision patients exposed high temperature humidity hyperpyrexia.
